TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionType_Encoded,Channel_Encoded,CustomerAge_Binned,TransactionAmountNorm,CustomerAgeNorm,AccountBalanceNorm,Cluster
692.55,Debit,Charlotte,Branch,53,Retired,109,1,2451.56,1,1,Middle Age,0.7667150277430143,0.5645161290322581,0.15798555328653993,1
147.31,Credit,Mesa,Online,34,Doctor,92,1,13625.52,0,2,Adult,0.16285869336493417,0.25806451612903225,0.9090882814380034,0
107.48,Debit,Los Angeles,Branch,20,Student,103,1,1379.39,1,1,Young Adult,0.11874674670240216,0.03225806451612906,0.08591532822379098,1
81.51,Debit,Washington,Branch,25,Student,97,1,865.49,1,1,Young Adult,0.08998482717375654,0.11290322580645162,0.05137146982470622,1
365.48,Credit,Seattle,Online,76,Retired,216,1,7147.4,0,2,Senior,0.40448318252799215,0.935483870967742,0.47363535290661796,0
491.1,Credit,Houston,Online,35,Engineer,125,1,7833.85,0,2,Adult,0.5436080316303589,0.27419354838709675,0.5197778545568452,0
452.8,Debit,Los Angeles,Branch,80,Retired,151,1,4840.67,1,1,Senior,0.5011905684826066,1.0,0.31857920485267605,1
645.04,Debit,Memphis,Branch,70,Retired,78,1,7361.47,1,1,Senior,0.7140974383396276,0.8387096774193548,0.48802493019303966,1
169.28,Debit,Philadelphia,Branch,45,Doctor,114,1,5128.44,1,1,Adult,0.18719059063271792,0.435483870967742,0.33792282448977395,1
88.42,Debit,El Paso,ATM,62,Doctor,91,1,12381.45,1,0,Senior,0.0976376906293954,0.7096774193548387,0.825463105492198,2
155.53,Debit,Baltimore,ATM,29,Engineer,66,1,4008.05,1,0,Young Adult,0.17196238911100528,0.1774193548387097,0.2626112979053207,2
39.24,Debit,Dallas,ATM,77,Retired,106,1,6462.41,1,0,Senior,0.04317056693209883,0.9516129032258065,0.4275909910370148,2
152.01,Debit,Fort Worth,ATM,42,Engineer,111,3,4625.12,1,0,Adult,0.16806396952144684,0.3870967741935484,0.30409014340507395,2
78.77,Credit,Las Vegas,ATM,48,Engineer,50,1,6470.57,0,0,Middle Age,0.08695026192506616,0.4838709677419355,0.42813949830406395,2
26.5,Debit,Indianapolis,Online,48,Engineer,179,1,4854.83,1,2,Middle Age,0.029060946031253802,0.4838709677419355,0.319531026286673,0
83.62,Debit,Raleigh,ATM,48,Doctor,146,1,12652.22,1,0,Middle Age,0.09232166391636118,0.4838709677419355,0.8436640016562769,2
142.78,Debit,San Diego,Branch,68,Doctor,150,1,11705.88,1,1,Senior,0.1578416931545081,0.8064516129032258,0.7800519468647029,1
55.99,Debit,El Paso,ATM,35,Doctor,95,1,932.61,1,0,Adult,0.06172128514945787,0.27419354838709675,0.05588321097229636,2
774.48,Debit,Louisville,Branch,61,Doctor,31,1,11613.58,1,1,Senior,0.8574529587011174,0.6935483870967742,0.7738476305964883,1
105.37,Debit,Sacramento,ATM,25,Student,160,1,1068.55,1,0,Young Adult,0.11640990995979754,0.11290322580645162,0.06502096561477852,2
118.83,Debit,Virginia Beach,Online,28,Student,295,1,1616.3,1,2,Young Adult,0.1313169348675977,0.16129032258064518,0.10184018810572748,0
46.22,Debit,San Jose,Branch,23,Student,217,1,471.28,1,1,Young Adult,0.050900955777302775,0.08064516129032262,0.024873056865953157,1
659.71,Credit,San Jose,Branch,21,Student,148,1,106.86,0,1,Young Adult,0.7303445449813385,0.04838709677419356,0.0003770987460962544,1
377.97,Debit,Miami,Online,72,Retired,160,1,2457.1,1,2,Senior,0.41831592703753334,0.8709677419354838,0.15835794670068848,0
114.1,Debit,Boston,Branch,69,Retired,148,1,5882.12,1,1,Senior,0.12607843354412857,0.8225806451612903,0.38858446138065195,1
11.3,Credit,Louisville,Online,55,Retired,41,1,1938.99,0,2,Middle Age,0.012226861439978736,0.5967741935483871,0.12353109619446198,0
95.5,Debit,Omaha,Online,57,Retired,17,1,4079.09,1,2,Middle Age,0.1054788300311209,0.6290322580645161,0.2673865376419834,0
130.93,Credit,Houston,Branch,28,Engineer,149,1,860.12,0,1,Young Adult,0.14471775220670485,0.16129032258064518,0.05101050364528788,1
272.97,Debit,Boston,Online,68,Retired,174,1,7811.31,1,2,Senior,0.3020278426899095,0.8064516129032258,0.5182627376696778,0
73.35,Debit,San Francisco,Branch,24,Student,47,1,1181.84,1,1,Young Adult,0.08094758176159833,0.09677419354838712,0.07263620927703247,1
29.94,Debit,San Francisco,ATM,58,Doctor,243,1,10915.54,1,0,Middle Age,0.03287076517559501,0.6451612903225806,0.7269260604137736,2
307.24,Debit,San Jose,ATM,19,Student,136,2,1670.72,1,0,Young Adult,0.33998205840984347,0.016129032258064557,0.10549824759994463,2
50.52,Debit,Boston,Online,20,Student,140,1,1121.19,1,2,Young Adult,0.05566322970772928,0.03225806451612906,0.0685593752394678,0
820.46,Credit,Fort Worth,Online,53,Engineer,243,1,5621.86,0,2,Middle Age,0.9083760645897245,0.5645161290322581,0.37109003719901,0
153.07,Debit,Detroit,ATM,56,Engineer,116,1,8873.43,1,0,Middle Age,0.16923792542057522,0.6129032258064516,0.589657411502789,2
52.94,Debit,Tucson,Branch,41,Doctor,146,1,6990.92,1,1,Adult,0.0583433931755507,0.3709677419354839,0.4631169194326177,1
384.41,Debit,Jacksonville,ATM,60,Engineer,65,1,7831.56,1,0,Middle Age,0.4254482628775209,0.6774193548387097,0.5196239229831268,2
235.42,Debit,Phoenix,Branch,51,Retired,175,1,6173.23,1,1,Middle Age,0.26044100871606873,0.532258064516129,0.40815259257068415,1
114.23,Debit,Dallas,ATM,56,Doctor,64,1,9523.72,1,0,Middle Age,0.12622240926760658,0.6129032258064516,0.633369273106877,2
12.62,Debit,El Paso,Branch,33,Doctor,61,1,6420.47,1,1,Adult,0.013688768786063147,0.24193548387096775,0.4247718250100493,1
373.52,Debit,Colorado Springs,ATM,35,Engineer,235,1,6430.41,1,0,Adult,0.4133875272723245,0.27419354838709675,0.4254399821466262,2
336.05,Debit,San Antonio,Branch,28,Student,164,1,1635.05,1,1,Young Adult,0.371889293743701,0.16129032258064518,0.10310054487743955,1
366.93,Debit,Houston,Online,66,Retired,33,1,6697.79,1,2,Senior,0.4060890655975546,0.7741935483870968,0.44341300580637966,0
112.27,Debit,Seattle,Branch,58,Doctor,102,1,7369.89,1,1,Middle Age,0.12405169835978423,0.6451612903225806,0.48859091440732316,1
494.96,Debit,Sacramento,ATM,40,Engineer,132,1,6903.68,1,0,Adult,0.5478830031120906,0.3548387096774194,0.4572527314451957,2
561.58,Debit,Sacramento,Online,65,Doctor,23,1,11748.86,1,2,Senior,0.6216650238667449,0.7580645161290323,0.7829410206806062,0
440.94,Debit,San Antonio,Online,42,Doctor,148,1,7303.23,1,2,Adult,0.4880555524791511,0.3870967741935484,0.4841100940125323,0
71.9,Debit,Los Angeles,Branch,29,Doctor,51,1,10619.35,1,1,Young Adult,0.07934169869203593,0.1774193548387097,0.7070164565623922,1
256.66,Credit,Raleigh,Online,54,Retired,137,1,1794.5,0,2,Middle Age,0.28396442692124524,0.5806451612903226,0.11381861886407911,0
166.55,Credit,Houston,Branch,59,Doctor,99,1,12970.21,0,1,Middle Age,0.1841671004396797,0.6612903225806451,0.8650389803142355,1
276.26,Debit,Louisville,Branch,56,Doctor,143,1,120.89,1,1,Middle Age,0.30567153599946834,0.6129032258064516,0.001320181706476015,1
35.46,Debit,Indianapolis,ATM,67,Doctor,164,1,5692.31,1,0,Senior,0.03898419589558437,0.7903225806451613,0.3758256177092562,2
38.14,Debit,Portland,Branch,50,Engineer,165,1,9879.87,1,1,Middle Age,0.04195231081036182,0.5161290322580645,0.6573093298666242,1
506.26,Credit,Baltimore,ATM,64,Retired,86,1,6266.65,0,0,Senior,0.5603978159990253,0.7419354838709677,0.41443219415006244,2
736.32,Debit,Indianapolis,Online,31,Doctor,28,1,14268.95,1,2,Adult,0.8151905463324953,0.20967741935483875,0.9523390205112143,0
389.43,Credit,Austin,ATM,52,Engineer,151,1,6449.83,0,0,Middle Age,0.43100794081490257,0.5483870967741935,0.42674537566698084,2
25.58,Debit,Omaha,ATM,60,Engineer,166,1,6741.41,1,0,Middle Age,0.02804204091125557,0.6774193548387097,0.44634509980009063,2
446.1,Debit,Seattle,ATM,25,Student,243,1,1008.44,1,0,Young Adult,0.49377028119566296,0.11290322580645162,0.06098042985223914,2
147.74,Debit,Raleigh,Branch,23,Student,15,1,1711.78,1,1,Young Adult,0.16333492075797681,0.08064516129032262,0.10825826088242452,1
46.23,Debit,Fresno,Online,77,Retired,282,1,5107.75,1,2,Senior,0.050912030832954924,0.9516129032258065,0.3365320628040821,0
265.37,Debit,Washington,Branch,33,Engineer,77,1,5229.95,1,1,Adult,0.29361080039427195,0.24193548387096775,0.34474622800425364,1
342.57,Debit,Boston,Online,20,Student,91,1,339.16,1,2,Young Adult,0.3791102300289058,0.03225806451612906,0.015992078909761148,0
417.26,Credit,New York,Online,32,Doctor,45,1,10442.48,0,2,Adult,0.4618298206948489,0.22580645161290325,0.6951274271110472,0
33.63,Debit,Columbus,Online,63,Retired,76,1,4324.4,1,2,Senior,0.03695746071124007,0.7258064516129032,0.2838760373576469,0
64.58,Debit,El Paso,Branch,55,Retired,173,1,6292.29,1,1,Middle Age,0.07123475795465871,0.5967741935483871,0.41615569002348635,1
23.23,Credit,Miami,Branch,21,Student,122,1,269.01,0,1,Young Adult,0.025439402832999232,0.04838709677419356,0.01127666410786234,1
160.52,Credit,Jacksonville,ATM,78,Retired,112,1,5379.25,0,0,Senior,0.17748884188143046,0.967741935483871,0.35478202885847304,2
278.88,Debit,Kansas City,Branch,64,Doctor,179,2,1334.09,1,1,Senior,0.3085732005803329,0.7419354838709677,0.08287030626333458,1
285.49,Credit,Charlotte,Branch,53,Doctor,109,1,6366.84,0,1,Middle Age,0.3158938123664071,0.5645161290322581,0.4211668685478136,1
71.87,Debit,Nashville,ATM,22,Student,258,1,1839.1,1,0,Young Adult,0.07930847352507946,0.06451612903225812,0.11681658750505824,2
308.8,Debit,Baltimore,ATM,53,Retired,41,1,3966.54,1,0,Middle Age,0.3417097670915796,0.5645161290322581,0.25982103606031964,2
135.35,Debit,Houston,Branch,33,Engineer,82,1,9983.36,1,1,Adult,0.1496129268049572,0.24193548387096775,0.6642658270561966,1
288.43,Debit,Phoenix,Branch,66,Retired,72,1,4577.09,1,1,Senior,0.31914987872814055,0.7741935483870968,0.3008616134986563,1
147.46,Credit,Albuquerque,Online,65,Doctor,205,1,7458.03,0,2,Senior,0.16302481919971648,0.7580645161290323,0.49451559951978724,0
214.15,Debit,Detroit,Branch,32,Engineer,217,1,6397.29,1,1,Adult,0.23688436534393584,0.22580645161290325,0.423213687945074,1
71.34,Debit,Miami,Online,49,Engineer,144,3,6345.03,1,2,Middle Age,0.07872149557551526,0.5,0.41970082155095806,0
170.36,Debit,Indianapolis,ATM,30,Doctor,118,1,6034.73,1,0,Young Adult,0.18838669664315064,0.19354838709677424,0.39884275721697093,2
736.53,Debit,Philadelphia,ATM,55,Engineer,120,1,9826.26,1,0,Middle Age,0.8154231225011904,0.5967741935483871,0.6537057177849449,2
213.42,Debit,Columbus,ATM,45,Engineer,17,1,3736.38,1,0,Adult,0.23607588628132853,0.435483870967742,0.24434990461619957,2
94.09,Debit,Miami,Branch,27,Student,203,1,646.85,1,1,Young Adult,0.10391724718416709,0.14516129032258068,0.03667470158112597,1
91.23,Debit,Boston,ATM,72,Retired,86,1,6385.12,1,0,Senior,0.10074978126765086,0.8709677419354838,0.42239563237644806,2
263.92,Credit,San Diego,Branch,57,Retired,233,1,4161.71,0,1,Middle Age,0.2920049173247095,0.6290322580645161,0.2729401737208555,1
77.5,Credit,Fort Worth,Online,51,Doctor,201,1,11079.77,0,2,Middle Age,0.08554372985724253,0.532258064516129,0.7379654413534149,0
3.65,Debit,Miami,Online,69,Doctor,146,1,10017.11,1,2,Senior,0.0037544438660804262,0.8225806451612903,0.6665344692452784,0
43.88,Credit,Seattle,Online,26,Student,251,1,1644.09,0,2,Young Adult,0.04830939275469859,0.12903225806451613,0.10370820488897434,0
591.98,Debit,El Paso,ATM,28,Student,132,1,387.65,1,0,Young Adult,0.655333193049295,0.16129032258064518,0.01925152956897815,2
224.79,Debit,Boston,Online,18,Student,129,1,528.38,1,2,Child,0.2486682245578284,0.0,0.028711263354740352,0
64.3,Debit,Louisville,ATM,55,Retired,67,1,7530.3,1,0,Middle Age,0.07092465639639838,0.5967741935483871,0.4993735186606743,2
111.79,Debit,Jacksonville,Online,62,Doctor,49,1,10887.59,1,2,Senior,0.12352009568848082,0.7096774193548387,0.7250472885860747,0
613.7,Credit,Fort Worth,Branch,61,Retired,37,1,7307.11,0,1,Senior,0.679388213925775,0.6935483870967742,0.4843709038404919,1
26.07,Debit,Baltimore,Branch,20,Student,19,3,349.98,1,1,Young Adult,0.028584718638211153,0.03225806451612906,0.016719388790823797,1
170.45,Debit,San Francisco,Branch,60,Engineer,199,1,2284.41,1,1,Middle Age,0.18848637214402,0.6774193548387097,0.14674989278565062,1
344.27,Debit,San Antonio,Branch,22,Student,123,1,1918.36,1,1,Young Adult,0.3809929894897721,0.06451612903225812,0.12214436765043957,1
872.72,Debit,Washington,Online,22,Student,288,1,503.01,1,2,Young Adult,0.9662543054278847,0.06451612903225812,0.027005916618829128,0
292.95,Debit,Memphis,Branch,37,Engineer,56,1,1216.91,1,1,Adult,0.32415580388291443,0.30645161290322587,0.07499358058284276,1
28.44,Debit,Fresno,ATM,18,Student,243,1,1071.04,1,0,Child,0.031209506827771807,0.0,0.06518834099406187,2
209.02,Debit,El Paso,ATM,21,Student,74,1,187.9,1,0,Young Adult,0.23120286179438052,0.04838709677419356,0.0058245287610054364,2
20.05,Debit,Chicago,ATM,72,Retired,171,1,7145.67,1,0,Senior,0.021917535135614053,0.8709677419354838,0.47351906398848137,2
175.02,Debit,Phoenix,Online,28,Student,71,1,1493.88,1,2,Young Adult,0.1935476725770547,0.16129032258064518,0.09361123471943451,0
89.5,Credit,Louisville,Branch,41,Engineer,134,1,8658.95,0,1,Adult,0.09883379663982811,0.3709677419354839,0.5752402744149593,1
69.96,Debit,Baltimore,Branch,28,Student,31,1,164.12,1,1,Young Adult,0.0771931378955179,0.16129032258064518,0.004226060279335392,1
146.51,Debit,Albuquerque,ATM,53,Engineer,68,1,7089.9,1,0,Middle Age,0.16197268891276176,0.5645161290322581,0.4697702588067009,2
376.78,Credit,Nashville,Online,21,Student,88,1,841.65,0,2,Young Adult,0.4169979954149269,0.04838709677419356,0.0497689682013667,0
148.54,Credit,Columbus,Branch,71,Retired,107,1,5677.05,0,1,Senior,0.16422092521014917,0.8548387096774193,0.37479985534465216,1
388.77,Credit,Jacksonville,Online,26,Student,30,1,1658.49,0,2,Young Adult,0.4302769871418603,0.12903225806451613,0.10467615888964922,0
100.38,Debit,Seattle,Branch,63,Doctor,49,1,10171.68,1,1,Senior,0.11088345718937236,0.7258064516129032,0.6769245143761335,1
137.23,Debit,Fresno,Branch,64,Doctor,63,1,13847.99,1,1,Senior,0.15169503726756225,0.7419354838709677,0.924042498558152,1
870.3,Debit,San Jose,ATM,51,Retired,229,1,3688.98,1,0,Middle Age,0.9635741419600632,0.532258064516129,0.2411637226973114,2
458.94,Debit,Detroit,Branch,52,Engineer,180,1,5619.95,1,1,Middle Age,0.5079906526530296,0.5483870967741935,0.3709616488558649,1
327.35,Credit,Memphis,Branch,20,Student,175,1,342.08,0,1,Young Adult,0.36225399532632646,0.03225806451612906,0.016188358471009107,1
757.15,Debit,Raleigh,Online,53,Engineer,38,1,4702.86,1,2,Middle Age,0.8382598872559334,0.5645161290322581,0.3093157506281618,0
5.64,Debit,Boston,Online,59,Doctor,47,1,12703.24,1,2,Middle Age,0.005958379940859202,0.6612903225806451,0.8470935164558903,0
47.23,Credit,Memphis,Online,73,Retired,160,1,6659.81,0,2,Senior,0.05201953639817039,0.8870967741935485,0.44086002712959965,0
239.41,Credit,Baltimore,Online,42,Doctor,248,1,7860.65,0,2,Adult,0.2648599559212785,0.3870967741935484,0.5215793245025456,0
7.48,Debit,San Antonio,ATM,55,Engineer,29,1,1275.2,1,0,Middle Age,0.007996190180855659,0.5967741935483871,0.07891177771474128,2
170.97,Debit,Nashville,Branch,26,Student,292,1,1265.27,1,1,Young Adult,0.18906227503793205,0.12903225806451613,0.07824429276844255,1
262.43,Credit,San Diego,Online,37,Doctor,274,5,12841.01,0,2,Adult,0.2903547340325385,0.30645161290322587,0.8563542819192916,0
659.15,Debit,Boston,ATM,22,Student,204,1,1241.59,1,0,Young Adult,0.7297243418648177,0.06451612903225812,0.07665254618955497,2
31.53,Debit,Kansas City,Online,25,Student,283,1,874.93,1,2,Young Adult,0.034631699024287595,0.11290322580645162,0.052006017447370864,0
111.66,Credit,Washington,Online,48,Engineer,140,1,5716.72,0,2,Middle Age,0.1233761199650028,0.4838709677419355,0.37746643417845577,0
250.01,Debit,Kansas City,ATM,62,Retired,88,1,1541.48,1,0,Senior,0.2765995149125624,0.7096774193548387,0.09681086044388759,2
554.15,Debit,Raleigh,ATM,49,Doctor,108,1,14817.22,1,0,Middle Age,0.6134362575171939,0.5,0.989193196896632,2
598.66,Credit,Charlotte,Branch,32,Engineer,222,1,2587.11,0,1,Adult,0.6627313302249342,0.22580645161290325,0.1670970925081705,1
28.38,Debit,Sacramento,Branch,55,Doctor,98,1,173.7,1,1,Middle Age,0.031143056493858873,0.5967741935483871,0.004870018565895485,1
16.8,Debit,San Diego,ATM,49,Doctor,94,1,11847.07,1,0,Middle Age,0.01831814204866379,0.5,0.7895426014032645,2
896.79,Debit,Dallas,Online,33,Doctor,168,1,11146.74,1,2,Adult,0.9929119643826209,0.24193548387096775,0.7424670996468313,0
159.0,Debit,Las Vegas,ATM,49,Engineer,38,1,369.79,1,0,Middle Age,0.17580543342230295,0.5,0.018050997732030005,2
56.31,Credit,Houston,Online,75,Retired,195,1,6396.08,0,2,Senior,0.06207568693032682,0.9193548387096775,0.42313235292140616,0
203.99,Debit,Philadelphia,Online,52,Retired,215,1,4840.31,1,2,Middle Age,0.22563210880134674,0.5483870967741935,0.31855500600265924,0
50.99,Debit,Detroit,Branch,29,Doctor,76,1,1334.6,1,1,Young Adult,0.056183757323380545,0.1774193548387097,0.08290458796752515,1
101.28,Credit,Chicago,Online,32,Engineer,75,1,2774.35,0,2,Adult,0.11188021219806628,0.22580645161290325,0.1796831832780569,0
299.92,Debit,Denver,ATM,27,Student,122,1,1368.0,1,0,Young Adult,0.33187511767246625,0.14516129032258068,0.08514970349686828,2
77.54,Debit,Phoenix,Online,67,Retired,73,1,4536.38,1,2,Senior,0.08558803007985115,0.7903225806451613,0.298125126875915,0
18.35,Debit,Nashville,Branch,21,Student,78,1,1293.39,1,1,Young Adult,0.020034775674747762,0.04838709677419356,0.08013449183087157,1
732.53,Credit,San Jose,ATM,26,Student,116,1,441.54,0,0,Young Adult,0.8109931002403286,0.12903225806451613,0.02287396297844824,2
65.11,Debit,Nashville,ATM,34,Engineer,150,1,8485.14,1,0,Adult,0.0718217359042229,0.25806451612903225,0.5635569351887578,2
67.07,Credit,Los Angeles,ATM,24,Student,56,1,999.62,0,0,Young Adult,0.07399244681204521,0.09677419354838712,0.060387558026825786,2
137.48,Debit,Seattle,Branch,55,Doctor,47,1,14273.42,1,1,Middle Age,0.15197191365886611,0.5967741935483871,0.9526394895655904,1
398.36,Debit,Columbus,ATM,22,Student,56,1,1863.7,1,0,Young Adult,0.44089796551227667,0.06451612903225812,0.11847017558954451,2
469.46,Debit,New York,ATM,20,Student,149,1,8640.56,1,0,Young Adult,0.5196416111990961,0.03225806451612906,0.574004116493264,2
37.58,Debit,Indianapolis,ATM,57,Doctor,182,1,259.44,1,0,Middle Age,0.04133210769384115,0.6290322580645161,0.010633378011580496,2
160.24,Debit,Washington,ATM,31,Engineer,15,1,5526.97,1,0,Adult,0.17717874032317013,0.20967741935483875,0.3647116236487295,2
315.39,Credit,New York,Branch,23,Student,93,1,929.6,0,1,Young Adult,0.34900822876634946,0.08064516129032262,0.05568088169854418,1
434.17,Debit,Atlanta,ATM,21,Student,148,5,5335.44,1,0,Young Adult,0.48055773980264244,0.04838709677419356,0.35183716324947534,2
165.91,Debit,Jacksonville,ATM,26,Student,84,1,587.12,1,0,Young Adult,0.1834582968779418,0.12903225806451613,0.03265970904915996,2
211.36,Debit,San Francisco,Branch,47,Engineer,194,1,4760.34,1,1,Middle Age,0.2337944248169847,0.467741935483871,0.3131795003475224,1
241.45,Debit,Portland,Online,26,Student,158,1,1594.04,1,2,Young Adult,0.267119267274318,0.12903225806451613,0.10034389254635089,0
23.24,Debit,Indianapolis,Branch,68,Doctor,129,1,13777.79,1,1,Senior,0.025450477888651384,0.8064516129032258,0.919323722804862,1
70.88,Credit,Omaha,Branch,74,Retired,176,1,1794.65,0,1,Senior,0.07821204301551614,0.903225806451613,0.11382870171825281,1
314.52,Debit,Memphis,ATM,80,Retired,229,1,7071.32,1,0,Senior,0.34804469892461204,1.0,0.46852132926971907,2
181.81,Credit,Austin,Online,78,Retired,122,1,7525.73,0,2,Senior,0.20106763536486771,0.967741935483871,0.4990663277035157,0
854.64,Debit,Fort Worth,Branch,56,Retired,118,1,2989.25,1,1,Middle Age,0.9462306048087891,0.6129032258064516,0.19412855235757298,1
261.19,Debit,Oklahoma City,ATM,64,Retired,52,1,7620.6,1,0,Senior,0.2889814271316713,0.7419354838709677,0.5054433968732398,2
220.68,Credit,Raleigh,Online,71,Retired,217,1,5549.2,0,2,Senior,0.24411637668479283,0.8548387096774193,0.3662059026372713,0
11.86,Debit,Sacramento,Branch,31,Engineer,129,1,6782.61,1,1,Adult,0.012847064556499395,0.20967741935483875,0.44911452374646593,1
122.65,Debit,Columbus,Online,28,Student,41,1,1968.51,1,2,Young Adult,0.1355476061267208,0.16129032258064518,0.12551540189584548,0
395.16,Debit,Milwaukee,Online,56,Retired,17,1,5340.73,1,2,Middle Age,0.43735394770358715,0.6129032258064516,0.3521927519066677,0
704.69,Debit,Las Vegas,Online,51,Retired,150,1,3267.84,1,2,Middle Age,0.7801601453047301,0.532258064516129,0.21285510131924068,0
369.89,Debit,San Antonio,ATM,69,Retired,69,1,6941.47,1,0,Senior,0.4093672820705923,0.8225806451612903,0.459792938506689,2
10.92,Debit,Jacksonville,ATM,67,Retired,268,1,7567.2,1,0,Senior,0.011806009325196858,0.7903225806451613,0.5018539007874038,2
